,DBN,School Name,Grade,Year,Category,Number Tested,Mean Scale Score,# Level 1,# Level 2,# Level 3,# Level 4
10463,24Q125,I.S. 125 THOM J. MCCANN WOODSIDE,8,2015,All Students,385,312.0,67.0,175.0,95.0,48.0
10479,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",6,2015,All Students,91,314.0,18.0,30.0,21.0,22.0
10482,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",7,2015,All Students,94,329.0,9.0,31.0,25.0,29.0
10485,24Q128,"P.S. 128 THE LORRAINE TUZZO, JUNIPER VALLEY ELEMENTARY SCHOOL",8,2015,All Students,46,312.0,4.0,26.0,15.0,1.0
10512,24Q153,P.S. 153 MASPETH ELEM,6,2015,All Students,149,320.0,19.0,49.0,38.0,43.0
10575,24Q311,CORONA ARTS AND SCIENCES ACADEMY,6,2015,All Students,117,299.0,33.0,56.0,21.0,7.0
10576,24Q311,CORONA ARTS AND SCIENCES ACADEMY,7,2015,All Students,89,301.0,30.0,38.0,17.0,4.0
10586,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",7,2015,All Students,37,334.0,0.0,4.0,28.0,5.0
10589,24Q560,"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AND TECHNOLOGY",8,2015,All Students,53,321.0,4.0,23.0,21.0,5.0
10652,25Q025,I.S. 025 ADRIEN BLOCK,6,2015,All Students,253,326.0,23.0,78.0,53.0,99.0
10655,25Q025,I.S. 025 ADRIEN BLOCK,7,2015,All Students,247,328.0,31.0,70.0,71.0,75.0
10658,25Q025,I.S. 025 ADRIEN BLOCK,8,2015,All Students,271,333.0,18.0,90.0,72.0,91.0
10776,25Q164,P.S. 164 QUEENS VALLEY,6,2015,All Students,86,331.0,4.0,24.0,31.0,27.0
10779,25Q164,P.S. 164 QUEENS VALLEY,7,2015,All Students,66,327.0,7.0,24.0,19.0,16.0
10782,25Q164,P.S. 164 QUEENS VALLEY,8,2015,All Students,43,312.0,7.0,21.0,13.0,2.0
10824,25Q185,J.H.S. 185 EDWARD BLEEKER,6,2015,All Students,477,329.0,51.0,120.0,105.0,201.0
10827,25Q185,J.H.S. 185 EDWARD BLEEKER,7,2015,All Students,530,333.0,61.0,131.0,138.0,200.0
10830,25Q185,J.H.S. 185 EDWARD BLEEKER,8,2015,All Students,422,323.0,62.0,135.0,124.0,101.0
10836,25Q189,J.H.S. 189 DANIEL CARTER BEARD,6,2015,All Students,220,322.0,28.0,70.0,52.0,70.0
10839,25Q189,J.H.S. 189 DANIEL CARTER BEARD,7,2015,All Students,216,313.0,50.0,78.0,56.0,32.0
10842,25Q189,J.H.S. 189 DANIEL CARTER BEARD,8,2015,All Students,159,295.0,55.0,70.0,23.0,11.0
10860,25Q194,J.H.S. 194 WILLIAM CARR,6,2015,All Students,359,321.0,51.0,107.0,82.0,119.0
10863,25Q194,J.H.S. 194 WILLIAM CARR,7,2015,All Students,336,322.0,63.0,91.0,94.0,88.0
10866,25Q194,J.H.S. 194 WILLIAM CARR,8,2015,All Students,325,315.0,82.0,102.0,60.0,81.0
10881,25Q200,PS/MS 200 - THE POMONOK SCHOOL & STAR ACADEMY,6,2015,All Students,55,297.0,13.0,27.0,13.0,2.0
10884,25Q200,PS/MS 200 - THE POMONOK SCHOOL & STAR ACADEMY,7,2015,All Students,51,301.0,18.0,20.0,12.0,1.0
10887,25Q200,PS/MS 200 - THE POMONOK SCHOOL & STAR ACADEMY,8,2015,All Students,50,304.0,13.0,22.0,11.0,4.0
10940,25Q219,P.S. 219 PAUL KLAPPER,6,2015,All Students,80,319.0,12.0,28.0,17.0,23.0
10943,25Q219,P.S. 219 PAUL KLAPPER,7,2015,All Students,72,325.0,9.0,16.0,29.0,18.0
10946,25Q219,P.S. 219 PAUL KLAPPER,8,2015,All Students,6,275.0,4.0,2.0,0.0,0.0
10952,25Q237,I.S. 237,6,2015,All Students,383,321.0,64.0,98.0,85.0,136.0
10955,25Q237,I.S. 237,7,2015,All Students,410,329.0,65.0,83.0,124.0,138.0
10958,25Q237,I.S. 237,8,2015,All Students,372,326.0,40.0,120.0,117.0,95.0
10977,25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,6,2015,All Students,119,290.0,50.0,43.0,13.0,13.0
10980,25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,7,2015,All Students,100,300.0,33.0,46.0,14.0,7.0
10983,25Q250,I.S. 250 THE ROBERT F. KENNEDY COMMUNITY MIDDLE SCHOOL,8,2015,All Students,124,299.0,42.0,54.0,17.0,11.0
10989,25Q252,"QUEENS SCHOOL OF INQUIRY, THE",6,2015,All Students,81,308.0,14.0,40.0,12.0,15.0
10992,25Q252,"QUEENS SCHOOL OF INQUIRY, THE",7,2015,All Students,74,318.0,11.0,29.0,20.0,14.0
10995,25Q252,"QUEENS SCHOOL OF INQUIRY, THE",8,2015,All Students,58,293.0,19.0,33.0,5.0,1.0
11001,25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,6,2015,All Students,106,334.0,5.0,22.0,31.0,48.0
11004,25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,7,2015,All Students,93,329.0,12.0,20.0,32.0,29.0
11006,25Q281,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,8,2015,All Students,23,301.0,7.0,12.0,3.0,1.0
11012,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,6,2015,All Students,69,317.0,9.0,26.0,20.0,14.0
11016,25Q285,WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHOOL,7,2015,All Students,77,313.0,12.0,34.0,26.0,5.0
11024,25Q294,BELL ACADEMY,6,2015,All Students,131,327.0,10.0,30.0,43.0,48.0
11027,25Q294,BELL ACADEMY,7,2015,All Students,97,326.0,13.0,28.0,35.0,21.0
11030,25Q294,BELL ACADEMY,8,2015,All Students,62,283.0,32.0,27.0,3.0,0.0
11045,25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",6,2015,All Students,51,333.0,2.0,14.0,14.0,21.0
11048,25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",7,2015,All Students,58,344.0,1.0,10.0,22.0,25.0
11051,25Q499,"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TECHNOLOGY",8,2015,All Students,53,336.0,3.0,14.0,15.0,21.0
11118,26Q067,J.H.S. 067 LOUIS PASTEUR,6,2015,All Students,305,346.0,13.0,48.0,58.0,186.0
11121,26Q067,J.H.S. 067 LOUIS PASTEUR,7,2015,All Students,211,334.0,11.0,44.0,91.0,65.0
11129,26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,6,2015,All Students,377,343.0,23.0,56.0,76.0,222.0
11132,26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,7,2015,All Students,342,340.0,26.0,53.0,103.0,160.0
11135,26Q074,J.H.S. 074 NATHANIEL HAWTHORNE,8,2015,All Students,178,321.0,14.0,69.0,66.0,29.0
11190,26Q158,M.S. 158 MARIE CURIE,6,2015,All Students,321,335.0,18.0,71.0,87.0,145.0
11193,26Q158,M.S. 158 MARIE CURIE,7,2015,All Students,355,335.0,31.0,71.0,126.0,127.0
11196,26Q158,M.S. 158 MARIE CURIE,8,2015,All Students,196,321.0,20.0,83.0,53.0,40.0
11225,26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,6,2015,All Students,295,321.0,37.0,88.0,84.0,86.0
11228,26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,7,2015,All Students,322,326.0,47.0,84.0,103.0,88.0
11231,26Q172,IRWIN ALTMAN MIDDLE SCHOOL 172,8,2015,All Students,174,301.0,45.0,94.0,29.0,6.0
11258,26Q178,P.S./ IS 178 HOLLISWOOD,6,2015,All Students,57,336.0,3.0,7.0,24.0,23.0
11261,26Q178,P.S./ IS 178 HOLLISWOOD,7,2015,All Students,58,326.0,6.0,17.0,22.0,13.0
11264,26Q178,P.S./ IS 178 HOLLISWOOD,8,2015,All Students,1,,,,,
11342,26Q216,J.H.S. 216 GEORGE J. RYAN,6,2015,All Students,416,332.0,35.0,92.0,118.0,171.0
11345,26Q216,J.H.S. 216 GEORGE J. RYAN,7,2015,All Students,439,336.0,29.0,104.0,136.0,170.0
11348,26Q216,J.H.S. 216 GEORGE J. RYAN,8,2015,All Students,316,324.0,20.0,126.0,112.0,58.0
11375,26Q266,P.S. / I.S. 266,6,2015,All Students,83,326.0,4.0,25.0,27.0,27.0
11378,26Q266,P.S. / I.S. 266,7,2015,All Students,80,337.0,1.0,21.0,31.0,27.0
11381,26Q266,P.S. / I.S. 266,8,2015,All Students,94,333.0,5.0,28.0,30.0,31.0
11396,27Q042,P.S./M.S 042 R. VERNAM,6,2015,All Students,78,279.0,42.0,28.0,5.0,3.0
11399,27Q042,P.S./M.S 042 R. VERNAM,7,2015,All Students,73,267.0,58.0,13.0,2.0,0.0
11402,27Q042,P.S./M.S 042 R. VERNAM,8,2015,All Students,6,245.0,5.0,1.0,0.0,0.0
11417,27Q043,P.S. 043,6,2015,All Students,96,290.0,38.0,39.0,15.0,4.0
11420,27Q043,P.S. 043,7,2015,All Students,74,281.0,41.0,25.0,8.0,0.0
11423,27Q043,P.S. 043,8,2015,All Students,56,274.0,38.0,15.0,3.0,0.0
11438,27Q045,P.S. 045 CLARENCE WITHERSPOON,6,2015,All Students,40,310.0,5.0,16.0,13.0,6.0
11453,27Q047,P.S. 047 CHRIS GALAS,6,2015,All Students,11,309.0,0.0,8.0,2.0,1.0
11456,27Q047,P.S. 047 CHRIS GALAS,7,2015,All Students,23,323.0,1.0,10.0,10.0,2.0
11458,27Q047,P.S. 047 CHRIS GALAS,8,2015,All Students,10,330.0,0.0,5.0,2.0,3.0
11464,27Q053,M.S. 053 BRIAN PICCOLO,6,2015,All Students,108,274.0,65.0,32.0,8.0,3.0
11467,27Q053,M.S. 053 BRIAN PICCOLO,7,2015,All Students,103,273.0,79.0,20.0,4.0,0.0
11470,27Q053,M.S. 053 BRIAN PICCOLO,8,2015,All Students,130,264.0,93.0,33.0,4.0,0.0
11630,27Q105,P.S. 105 THE BAY SCHOOL,6,2015,All Students,86,292.0,28.0,42.0,13.0,3.0
11633,27Q105,P.S. 105 THE BAY SCHOOL,7,2015,All Students,89,280.0,60.0,22.0,5.0,2.0
11636,27Q105,P.S. 105 THE BAY SCHOOL,8,2015,All Students,62,271.0,43.0,18.0,1.0,0.0
11676,27Q114,P.S. / M.S. 114 BELLE HARBOR,6,2015,All Students,48,312.0,8.0,17.0,16.0,7.0
11679,27Q114,P.S. / M.S. 114 BELLE HARBOR,7,2015,All Students,28,307.0,7.0,12.0,8.0,1.0
11682,27Q114,P.S. / M.S. 114 BELLE HARBOR,8,2015,All Students,32,301.0,12.0,12.0,5.0,3.0
11709,27Q124,P.S. 124 OSMOND A CHURCH,6,2015,All Students,150,324.0,20.0,43.0,36.0,51.0
11712,27Q124,P.S. 124 OSMOND A CHURCH,7,2015,All Students,170,308.0,48.0,69.0,28.0,25.0
11715,27Q124,P.S. 124 OSMOND A CHURCH,8,2015,All Students,106,302.0,24.0,60.0,20.0,2.0
11722,27Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES,6,2015,All Students,644,313.0,116.0,220.0,158.0,150.0
11725,27Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES,7,2015,All Students,594,305.0,203.0,193.0,131.0,67.0
11728,27Q137,M.S. 137 AMERICA'S SCHOOL OF HEROES,8,2015,All Students,463,292.0,168.0,238.0,55.0,2.0
11743,27Q146,P.S. 146 HOWARD BEACH,6,2015,All Students,57,314.0,6.0,22.0,23.0,6.0
11746,27Q146,P.S. 146 HOWARD BEACH,7,2015,All Students,68,307.0,15.0,27.0,18.0,8.0
11749,27Q146,P.S. 146 HOWARD BEACH,8,2015,All Students,52,303.0,14.0,19.0,16.0,3.0
11776,27Q183,P.S. 183 DR. RICHARD R. GREEN,6,2015,All Students,60,272.0,36.0,16.0,7.0,1.0
11779,27Q183,P.S. 183 DR. RICHARD R. GREEN,7,2015,All Students,43,288.0,24.0,14.0,2.0,3.0
11782,27Q183,P.S. 183 DR. RICHARD R. GREEN,8,2015,All Students,51,279.0,28.0,19.0,4.0,0.0
11800,27Q202,J.H.S. 202 ROBERT H. GODDARD,6,2015,All Students,336,303.0,93.0,125.0,72.0,46.0
11803,27Q202,J.H.S. 202 ROBERT H. GODDARD,7,2015,All Students,338,303.0,113.0,124.0,70.0,31.0
11806,27Q202,J.H.S. 202 ROBERT H. GODDARD,8,2015,All Students,271,287.0,117.0,128.0,24.0,2.0
11820,27Q207,P.S. 207 ROCKWOOD PARK,6,2015,All Students,73,322.0,11.0,14.0,25.0,23.0
11823,27Q207,P.S. 207 ROCKWOOD PARK,7,2015,All Students,71,324.0,9.0,15.0,34.0,13.0
11826,27Q207,P.S. 207 ROCKWOOD PARK,8,2015,All Students,71,315.0,15.0,26.0,17.0,13.0
11832,27Q210,J.H.S. 210 ELIZABETH BLACKWELL,6,2015,All Students,577,300.0,173.0,206.0,115.0,83.0
11835,27Q210,J.H.S. 210 ELIZABETH BLACKWELL,7,2015,All Students,624,305.0,185.0,233.0,138.0,68.0
11838,27Q210,J.H.S. 210 ELIZABETH BLACKWELL,8,2015,All Students,486,292.0,198.0,204.0,61.0,23.0
11866,27Q226,J.H.S. 226 VIRGIL I. GRISSOM,6,2015,All Students,268,291.0,122.0,82.0,33.0,31.0
11869,27Q226,J.H.S. 226 VIRGIL I. GRISSOM,7,2015,All Students,324,285.0,179.0,96.0,43.0,6.0
11872,27Q226,J.H.S. 226 VIRGIL I. GRISSOM,8,2015,All Students,440,289.0,190.0,177.0,60.0,13.0
11887,27Q232,P.S. 232 LINDENWOOD,6,2015,All Students,111,312.0,17.0,50.0,28.0,16.0
11890,27Q232,P.S. 232 LINDENWOOD,7,2015,All Students,91,321.0,14.0,31.0,26.0,20.0
11893,27Q232,P.S. 232 LINDENWOOD,8,2015,All Students,43,297.0,11.0,29.0,3.0,0.0
11923,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,6,2015,All Students,74,287.0,27.0,41.0,4.0,2.0
11926,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,7,2015,All Students,55,309.0,13.0,21.0,19.0,2.0
11929,27Q262,CHANNEL VIEW SCHOOL FOR RESEARCH,8,2015,All Students,64,310.0,7.0,37.0,17.0,3.0
11940,27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,6,2015,All Students,86,304.0,20.0,38.0,19.0,9.0
11944,27Q282,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,7,2015,All Students,89,294.0,38.0,40.0,11.0,0.0
11950,27Q297,HAWTREE CREEK MIDDLE SCHOOL,6,2015,All Students,150,300.0,43.0,65.0,32.0,10.0
11951,27Q297,HAWTREE CREEK MIDDLE SCHOOL,7,2015,All Students,94,292.0,47.0,38.0,7.0,2.0
11968,27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,6,2015,All Students,73,277.0,44.0,22.0,6.0,1.0
11971,27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,7,2015,All Students,72,290.0,32.0,34.0,6.0,0.0
11974,27Q309,ACADEMY OF MEDICAL TECHNOLOGY: A COLLEGE BOARD SCHOOL,8,2015,All Students,43,269.0,36.0,7.0,0.0,0.0
11992,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,6,2015,All Students,71,280.0,41.0,21.0,8.0,1.0
11995,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,7,2015,All Students,65,275.0,44.0,19.0,2.0,0.0
11998,27Q318,WATERSIDE SCHOOL FOR LEADERSHIP,8,2015,All Students,53,286.0,28.0,17.0,7.0,1.0
12004,27Q319,VILLAGE ACADEMY,6,2015,All Students,98,278.0,54.0,38.0,5.0,1.0
12006,27Q319,VILLAGE ACADEMY,7,2015,All Students,108,289.0,51.0,41.0,16.0,0.0
12009,27Q319,VILLAGE ACADEMY,8,2015,All Students,91,273.0,57.0,31.0,3.0,0.0
12015,27Q323,SCHOLARS' ACADEMY,6,2015,All Students,258,349.0,1.0,22.0,68.0,167.0
12018,27Q323,SCHOLARS' ACADEMY,7,2015,All Students,256,345.0,0.0,21.0,124.0,111.0
12020,27Q323,SCHOLARS' ACADEMY,8,2015,All Students,7,305.0,1.0,6.0,0.0,0.0
12035,27Q333,GOLDIE MAPLE ACADEMY,6,2015,All Students,44,282.0,23.0,18.0,2.0,1.0
12038,27Q333,GOLDIE MAPLE ACADEMY,7,2015,All Students,46,313.0,11.0,14.0,18.0,3.0
12041,27Q333,GOLDIE MAPLE ACADEMY,8,2015,All Students,16,310.0,3.0,7.0,6.0,0.0
12052,28Q008,J.H.S. 008 RICHARD S. GROSSLEY,6,2015,All Students,133,274.0,83.0,41.0,6.0,3.0
12055,28Q008,J.H.S. 008 RICHARD S. GROSSLEY,7,2015,All Students,124,271.0,95.0,27.0,2.0,0.0
12058,28Q008,J.H.S. 008 RICHARD S. GROSSLEY,8,2015,All Students,184,282.0,92.0,83.0,8.0,1.0
12126,28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,6,2015,All Students,161,279.0,95.0,41.0,17.0,8.0
12129,28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,7,2015,All Students,266,286.0,153.0,75.0,26.0,12.0
12132,28Q072,CATHERINE & COUNT BASIE MIDDLE SCHOOL 72,8,2015,All Students,283,283.0,159.0,87.0,26.0,11.0
12185,28Q099,P.S. 099 KEW GARDENS,6,2015,All Students,74,326.0,5.0,22.0,23.0,24.0
12200,28Q101,P.S. 101 SCHOOL IN THE GARDENS,6,2015,All Students,27,332.0,1.0,7.0,8.0,11.0
12267,28Q157,J.H.S. 157 STEPHEN A. HALSEY,6,2015,All Students,464,328.0,61.0,120.0,90.0,193.0
12270,28Q157,J.H.S. 157 STEPHEN A. HALSEY,7,2015,All Students,477,326.0,71.0,138.0,133.0,135.0
12273,28Q157,J.H.S. 157 STEPHEN A. HALSEY,8,2015,All Students,271,304.0,75.0,108.0,64.0,24.0
12303,28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,6,2015,All Students,119,308.0,20.0,56.0,26.0,17.0
12307,28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,7,2015,All Students,114,306.0,31.0,39.0,38.0,6.0
12310,28Q167,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,8,2015,All Students,56,288.0,23.0,28.0,4.0,1.0
12351,28Q190,J.H.S. 190 RUSSELL SAGE,6,2015,All Students,297,323.0,51.0,90.0,59.0,97.0
12354,28Q190,J.H.S. 190 RUSSELL SAGE,7,2015,All Students,356,319.0,72.0,117.0,77.0,90.0
12357,28Q190,J.H.S. 190 RUSSELL SAGE,8,2015,All Students,349,319.0,77.0,95.0,82.0,95.0
12387,28Q217,J.H.S. 217 ROBERT A. VAN WYCK,6,2015,All Students,502,302.0,149.0,168.0,104.0,81.0
12390,28Q217,J.H.S. 217 ROBERT A. VAN WYCK,7,2015,All Students,530,306.0,168.0,170.0,123.0,69.0
12393,28Q217,J.H.S. 217 ROBERT A. VAN WYCK,8,2015,All Students,63,253.0,53.0,9.0,1.0,0.0
12411,28Q284,YORK EARLY COLLEGE ACADEMY,6,2015,All Students,91,319.0,12.0,26.0,30.0,23.0
12414,28Q284,YORK EARLY COLLEGE ACADEMY,7,2015,All Students,94,335.0,6.0,20.0,36.0,32.0
12417,28Q284,YORK EARLY COLLEGE ACADEMY,8,2015,All Students,29,285.0,14.0,14.0,1.0,0.0
12422,28Q287,THE EMERSON SCHOOL,6,2015,All Students,118,285.0,50.0,52.0,11.0,5.0
12423,28Q287,THE EMERSON SCHOOL,7,2015,All Students,96,292.0,48.0,33.0,14.0,1.0
12434,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,6,2015,All Students,82,308.0,15.0,36.0,22.0,9.0
12437,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,7,2015,All Students,83,299.0,33.0,33.0,14.0,3.0
12440,28Q310,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,8,2015,All Students,46,266.0,33.0,13.0,0.0,0.0
12444,28Q332,REDWOOD MIDDLE SCHOOL,6,2015,All Students,87,290.0,33.0,37.0,12.0,5.0
12454,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,6,2015,All Students,92,355.0,4.0,0.0,12.0,76.0
12457,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,7,2015,All Students,87,340.0,3.0,11.0,41.0,32.0
12460,28Q680,QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,8,2015,All Students,93,334.0,2.0,31.0,33.0,27.0
12466,28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",6,2015,All Students,78,321.0,6.0,24.0,29.0,19.0
12469,28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",7,2015,All Students,68,315.0,11.0,28.0,19.0,10.0
12472,28Q896,"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",8,2015,All Students,68,319.0,9.0,25.0,20.0,14.0
12572,29Q059,I.S. 059 SPRINGFIELD GARDENS,6,2015,All Students,152,282.0,83.0,48.0,16.0,5.0
12575,29Q059,I.S. 059 SPRINGFIELD GARDENS,7,2015,All Students,169,289.0,89.0,51.0,22.0,7.0
12578,29Q059,I.S. 059 SPRINGFIELD GARDENS,8,2015,All Students,167,292.0,72.0,62.0,25.0,8.0
12596,29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,6,2015,All Students,280,300.0,79.0,106.0,71.0,24.0
12599,29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,7,2015,All Students,319,298.0,134.0,91.0,67.0,27.0
12602,29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,8,2015,All Students,298,283.0,159.0,108.0,26.0,5.0
12617,29Q116,PS/IS 116 WILLIAM C. HUGHLEY,6,2015,All Students,55,295.0,18.0,28.0,8.0,1.0
12620,29Q116,PS/IS 116 WILLIAM C. HUGHLEY,7,2015,All Students,47,281.0,31.0,13.0,3.0,0.0
12624,29Q116,PS/IS 116 WILLIAM C. HUGHLEY,8,2015,All Students,41,286.0,18.0,16.0,6.0,1.0
12710,29Q138,P.S./ M.S.138 SUNRISE,6,2015,All Students,94,278.0,55.0,27.0,8.0,4.0
12713,29Q138,P.S./ M.S.138 SUNRISE,7,2015,All Students,93,292.0,41.0,39.0,11.0,2.0
12716,29Q138,P.S./ M.S.138 SUNRISE,8,2015,All Students,41,264.0,33.0,8.0,0.0,0.0
12731,29Q147,PS/MS 147 RONALD MCNAIR,6,2015,All Students,68,288.0,30.0,30.0,5.0,3.0
12734,29Q147,PS/MS 147 RONALD MCNAIR,7,2015,All Students,70,275.0,50.0,20.0,0.0,0.0
12737,29Q147,PS/MS 147 RONALD MCNAIR,8,2015,All Students,83,294.0,34.0,36.0,11.0,2.0
12755,29Q156,P.S. 156 LAURELTON,8,2015,All Students,67,289.0,32.0,28.0,4.0,3.0
12785,29Q192,I.S. 192 THE LINDEN,6,2015,All Students,189,271.0,118.0,58.0,9.0,4.0
12788,29Q192,I.S. 192 THE LINDEN,7,2015,All Students,155,279.0,98.0,49.0,8.0,0.0
12791,29Q192,I.S. 192 THE LINDEN,8,2015,All Students,165,285.0,80.0,72.0,12.0,1.0
12818,29Q208,P.S. / I.S. 208,6,2015,All Students,90,309.0,19.0,31.0,19.0,21.0
12821,29Q208,P.S. / I.S. 208,7,2015,All Students,85,318.0,12.0,28.0,35.0,10.0
12824,29Q208,P.S. / I.S. 208,8,2015,All Students,82,319.0,11.0,32.0,21.0,18.0
12830,29Q238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,6,2015,All Students,471,288.0,200.0,188.0,58.0,25.0
12833,29Q238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,7,2015,All Students,488,288.0,257.0,165.0,57.0,9.0
12836,29Q238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,8,2015,All Students,495,280.0,274.0,191.0,26.0,4.0
12848,29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,6,2015,All Students,74,288.0,29.0,33.0,10.0,2.0
12851,29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,7,2015,All Students,50,291.0,23.0,26.0,1.0,0.0
12854,29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,8,2015,All Students,78,286.0,37.0,31.0,10.0,0.0
12869,29Q268,PS/IS 268,6,2015,All Students,64,298.0,18.0,26.0,15.0,5.0
12872,29Q268,PS/IS 268,7,2015,All Students,48,311.0,7.0,24.0,13.0,4.0
12875,29Q268,PS/IS 268,8,2015,All Students,44,306.0,13.0,17.0,9.0,5.0
12890,29Q270,THE GORDON PARKS SCHOOL,6,2015,All Students,62,315.0,11.0,23.0,14.0,14.0
12893,29Q270,THE GORDON PARKS SCHOOL,7,2015,All Students,71,302.0,24.0,26.0,16.0,5.0
12896,29Q270,THE GORDON PARKS SCHOOL,8,2015,All Students,59,291.0,23.0,28.0,7.0,1.0
12902,29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,6,2015,All Students,57,306.0,14.0,24.0,10.0,9.0
12905,29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,7,2015,All Students,59,301.0,20.0,27.0,8.0,4.0
12908,29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,8,2015,All Students,52,313.0,11.0,19.0,16.0,6.0
12913,29Q289,QUEENS UNITED MIDDLE SCHOOL,6,2015,All Students,71,276.0,36.0,28.0,6.0,1.0
12914,29Q289,QUEENS UNITED MIDDLE SCHOOL,7,2015,All Students,74,284.0,43.0,23.0,7.0,1.0
12928,29Q295,P.S./I.S. 295,6,2015,All Students,61,315.0,10.0,20.0,14.0,17.0
12931,29Q295,P.S./I.S. 295,7,2015,All Students,52,302.0,15.0,27.0,6.0,4.0
12934,29Q295,P.S./I.S. 295,8,2015,All Students,55,326.0,4.0,19.0,23.0,9.0
12940,29Q327,EAGLE ACADEMY FOR YOUNG MEN III,6,2015,All Students,74,293.0,20.0,43.0,9.0,2.0
12943,29Q327,EAGLE ACADEMY FOR YOUNG MEN III,7,2015,All Students,79,305.0,23.0,32.0,21.0,3.0
12946,29Q327,EAGLE ACADEMY FOR YOUNG MEN III,8,2015,All Students,88,286.0,40.0,38.0,7.0,3.0
12952,29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,6,2015,All Students,129,273.0,85.0,32.0,11.0,1.0
12955,29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,7,2015,All Students,147,286.0,77.0,53.0,15.0,2.0
12957,29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,8,2015,All Students,153,282.0,97.0,46.0,6.0,4.0
12963,29Q356,COMMUNITY VOICES MIDDLE SCHOOL,6,2015,All Students,123,276.0,73.0,39.0,9.0,2.0
12966,29Q356,COMMUNITY VOICES MIDDLE SCHOOL,7,2015,All Students,142,283.0,82.0,51.0,8.0,1.0
12968,29Q356,COMMUNITY VOICES MIDDLE SCHOOL,8,2015,All Students,156,275.0,101.0,43.0,10.0,2.0
